RECONSTRUÇÃO DE ORELHA,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,PAVILHÃO AURICULAR,ORELHA,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
RECONSTRUÇÃO DE UNIDADE ANATÔMICA DO PAVILHÃO AURICULAR,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,PAVILHÃO AURICULAR,ORELHA,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
RECONSTRUÇÃO TOTAL DE ORELHA,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,PAVILHÃO AURICULAR,ORELHA,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
RESSECÇÃO DE ORELHA,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,PAVILHÃO AURICULAR,ORELHA,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
"RESSECÇÃO DE TUMOR DE PAVILHÃO AURICULAR, INCLUINDO PARTE DO OSSO TEMPORAL",,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,PAVILHÃO AURICULAR,ORELHA,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
TRATAMENTO CIRÚRGICO DE SINUS PRÉ-AURICULAR,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,PAVILHÃO AURICULAR,ORELHA,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
ASPIRAÇÃO AURICULAR OU CURATIVO,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,ORELHA EXTERNA,ORELHA,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
BIÓPSIA DE ORELHA EXTERNA,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,ORELHA EXTERNA,ORELHA,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
ESTENOSE DE CONDUTO AUDITIVO EXTERNO - CORREÇÃO,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,ORELHA EXTERNA,ORELHA,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
EXÉRESE DE CISTO PRÉ-AURICULAR,,,Seg. Odontológica,Seg. Ambulatorial,,,REF,,,ORELHA EXTERNA,ORELHA,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
FURÚNCULO - DRENAGEM,,,Seg. Odontológica,Seg. Ambulatorial,,,REF,,,ORELHA EXTERNA,ORELHA,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
PERICONDRITE DE PAVILHÃO - TRATAMENTO CIRÚRGICO,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,ORELHA EXTERNA,ORELHA,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
RETIRADA DE CORPOS ESTRANHOS OU PÓLIPOS E OU BIÓPSIA,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,ORELHA EXTERNA,ORELHA,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
TUMOR DE CONDUTO AUDITIVO EXTERNO - EXÉRESE,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,ORELHA EXTERNA,ORELHA,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
PROCEDIMENTO,"RN
(alteração)",VIGÊNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
CAUTERIZAÇÃO DE MEMBRANA TIMPÂNICA,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,ORELHA MÉDIA,ORELHA,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
DUCHA DE POLITZER OU CURATIVO DE OUVIDO,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,ORELHA MÉDIA,ORELHA,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
ESTAPEDECTOMIA OU ESTAPEDOTOMIA,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,ORELHA MÉDIA,ORELHA,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
EXPLORAÇÃO E DESCOMPRESSÃO DO NERVO FACIAL INTRATEMPORAL,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,ORELHA MÉDIA,ORELHA,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
FÍSTULA PERILINFÁTICA - FECHAMENTO CIRÚRGICO,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,ORELHA MÉDIA,ORELHA,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
GLOMUS JUGULAR - RESSECÇÃO,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,ORELHA MÉDIA,ORELHA,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
GLOMUS TIMPÂNICUS - RESSECÇÃO,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,ORELHA MÉDIA,ORELHA,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
MASTOIDECTOMIA,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,ORELHA MÉDIA,ORELHA,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
OUVIDO CONGÊNITO - TRATAMENTO CIRÚRGICO,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,ORELHA MÉDIA,ORELHA,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
PARACENTESE DO TÍMPANO - MIRINGOTOMIA,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,ORELHA MÉDIA,ORELHA,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
IMPLANTE DE PRÓTESE AUDITIVA ANCORADA NO OSSO (COM DIRETRIZ DE UTILIZAÇÃO),,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,44,ORELHA MÉDIA,ORELHA,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
TÍMPANO-MASTOIDECTOMIA,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,ORELHA MÉDIA,ORELHA,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
TIMPANOPLASTIA - MIRINGOPLASTIA,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,ORELHA MÉDIA,ORELHA,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
TIMPANOPLASTIA COM RECONSTRUÇÃO DA CADEIA OSSICULAR,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,ORELHA MÉDIA,ORELHA,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
TIMPANOTOMIA EXPLORADORA,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,ORELHA MÉDIA,ORELHA,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
TIMPANOTOMIA PARA TUBO DE VENTILAÇÃO,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,ORELHA MÉDIA,ORELHA,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
"DOENÇA DE MENIERE - TRATAMENTO CIRÚRGICO - DESCOMPRESSÃO DO SACO ENDOLINFÁTICO OU
""SHUNT""",,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,ORELHA INTERNA,ORELHA,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
ENXERTO INTRATEMPORAL DO NERVO FACIAL,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,ORELHA INTERNA,ORELHA,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
EXPLORAÇÃO E DESCOMPRESSÃO DO NERVO FACIAL,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,ORELHA INTERNA,ORELHA,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
PROCEDIMENTO,"RN
(alteração)",VIGÊNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
IMPLANTE COCLEAR (COM DIRETRIZ DE UTILIZAÇÃO),,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,33,ORELHA INTERNA,ORELHA,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
LABIRINTECTOMIA (MEMBRANOSA OU ÓSSEA) - SEM AUDIÇÃO,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,ORELHA INTERNA,ORELHA,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
NEURECTOMIA VESTIBULAR PARA FOSSA MÉDIA OU POSTERIOR,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,ORELHA INTERNA,ORELHA,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
NEURECTOMIA VESTIBULAR TRANSLABIRÍNTICA - SEM AUDIÇÃO,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,ORELHA INTERNA,ORELHA,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
RESSECÇÃO DO OSSO TEMPORAL,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,ORELHA INTERNA,ORELHA,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
TUMOR DO NERVO ACÚSTICO - RESSECÇÃO,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,ORELHA INTERNA,ORELHA,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
ABSCESSO OU HEMATOMA DE SEPTO NASAL - DRENAGEM COM OU SEM ANESTESIA GERAL,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,NARIZ,NARIZ E SEIOS PARANASAIS,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
ALONGAMENTO DE COLUMELA EM PACIENTES COM LESÕES LABIO-PALATAIS,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,NARIZ,NARIZ E SEIOS PARANASAIS,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
BIÓPSIA DE NARIZ,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,NARIZ,NARIZ E SEIOS PARANASAIS,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
CAUTERIZAÇÃO DE EPISTAXE COM OU SEM MICROSCOPIA,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,NARIZ,NARIZ E SEIOS PARANASAIS,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
CORNETO INFERIOR - CAUTERIZAÇÃO LINEAR E/OU INFILTRAÇÃO MEDICAMENTOSA,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,NARIZ,NARIZ E SEIOS PARANASAIS,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
"EPISTAXE - CAUTERIZAÇÃO DA ARTÉRIA ESFENOPALATINA COM OU SEM MICROSCOPIA POR
VIDEOENDOSCOPIA",,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,NARIZ,NARIZ E SEIOS PARANASAIS,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
EPISTAXE - LIGADURA DAS ARTÉRIAS ETMOIDAIS,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,NARIZ,NARIZ E SEIOS PARANASAIS,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
"EPISTAXE - TAMPONAMENTO ANTERO-POSTERIOR, COM OU SEM ANESTESIA GERAL",,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,NARIZ,NARIZ E SEIOS PARANASAIS,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
EPISTAXE - TAMPONAMENTO ANTERIOR,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,NARIZ,NARIZ E SEIOS PARANASAIS,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
EXÉRESE DE TUMOR COM ABORDAGEM CRANIOFACIAL ONCOLÓGICA (TEMPO FACIAL) PIRÂMIDE NASAL,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,NARIZ,NARIZ E SEIOS PARANASAIS,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
EXÉRESE DE TUMOR NASAL POR VIA ENDOSCOPICA,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,NARIZ,NARIZ E SEIOS PARANASAIS,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
FECHAMENTO DE FÍSTULA LIQUÓRICA TRANSNASAL,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,NARIZ,NARIZ E SEIOS PARANASAIS,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
FÍSTULA LIQUÓRICA - TRATAMENTO CIRÚRGICO ENDOSCÓPICO,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,NARIZ,NARIZ E SEIOS PARANASAIS,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
PROCEDIMENTO,"RN
(alteração)",VIGÊNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
FRATURAS DOS OSSOS NASAIS - REDUÇÃO CIRÚRGICA E GESSO,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,NARIZ,NARIZ E SEIOS PARANASAIS,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
FRATURAS DOS OSSOS NASAIS - REDUÇÃO INCRUENTA E GESSO,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,NARIZ,NARIZ E SEIOS PARANASAIS,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
IMPERFURAÇÃO COANAL - CORREÇÃO CIRÚRGICA INTRANASAL OU TRANSPALATINA,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,NARIZ,NARIZ E SEIOS PARANASAIS,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
IMPERFURAÇÃO COANAL - CORREÇÃO CIRURGICA INTRANASAL POR VIDEOENDOSCOPIA,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,NARIZ,NARIZ E SEIOS PARANASAIS,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
OZENA - TRATAMENTO CIRÚRGICO,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,NARIZ,NARIZ E SEIOS PARANASAIS,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
PERFURAÇÃO DO SEPTO NASAL - CORREÇÃO CIRÚRGICA,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,NARIZ,NARIZ E SEIOS PARANASAIS,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
POLIPECTOMIA,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,NARIZ,NARIZ E SEIOS PARANASAIS,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
RECONSTRUÇÃO NASAL,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,NARIZ,NARIZ E SEIOS PARANASAIS,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
RESSECÇÃO DE SINÉQUIAS,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,NARIZ,NARIZ E SEIOS PARANASAIS,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
RESSECÇÃO DE TUMORES MALIGNOS TRANSNASAIS,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,NARIZ,NARIZ E SEIOS PARANASAIS,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
"RETIRADA DE CORPO ESTRANHO DE NARIZ, COM OU SEM ANESTESIA GERAL",,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,NARIZ,NARIZ E SEIOS PARANASAIS,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
"RETIRADA DE CORPO ESTRANHO DE NARIZ, COM OU SEM ANESTESIA GERAL POR VIDEOENDOSCOPIA",,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,NARIZ,NARIZ E SEIOS PARANASAIS,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
RINECTOMIA,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,NARIZ,NARIZ E SEIOS PARANASAIS,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
RINOSSEPTOPLASTIA FUNCIONAL,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,NARIZ,NARIZ E SEIOS PARANASAIS,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
SEPTOPLASTIA,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,NARIZ,NARIZ E SEIOS PARANASAIS,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
TRATAMENTO CIRÚRGICO DA ATRESIA NARINÁRIA,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,NARIZ,NARIZ E SEIOS PARANASAIS,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
TRATAMENTO CIRÚRGICO DE DEFORMIDADE NASAL CONGÊNITA,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,NARIZ,NARIZ E SEIOS PARANASAIS,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
TRATAMENTO CIRÚRGICO DO RINOFIMA,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,NARIZ,NARIZ E SEIOS PARANASAIS,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
TRATAMENTO DE DEFORMIDADE TRAUMÁTICA NASAL,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,NARIZ,NARIZ E SEIOS PARANASAIS,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
PROCEDIMENTO,"RN
(alteração)",VIGÊNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
TUMOR INTRANASAL - EXÉRESE POR RINOTOMIA LATERAL,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,NARIZ,NARIZ E SEIOS PARANASAIS,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
TUMOR INTRANASAL - EXÉRESE POR VIA TRANSNASAL,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,NARIZ,NARIZ E SEIOS PARANASAIS,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
TURBINECTOMIA OU TURBINOPLASTIA,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,NARIZ,NARIZ E SEIOS PARANASAIS,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
ANTROSTOMIA MAXILAR INTRANASAL,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,SEIOS PARANASAIS,NARIZ E SEIOS PARANASAIS,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
"ANTROSTOMIA MAXILAR, ETMOIDECTOMIA (ABERTURA DE TODAS AS CAVIDADES PARANASAIS)",,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,SEIOS PARANASAIS,NARIZ E SEIOS PARANASAIS,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
ARTÉRIA MAXILAR INTERNA - LIGADURA TRANSMAXILAR,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,SEIOS PARANASAIS,NARIZ E SEIOS PARANASAIS,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
BIOPSIA - SEIOS PARANASAIS,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,SEIOS PARANASAIS,NARIZ E SEIOS PARANASAIS,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
DESCOMPRESSÃO TRANSETMOIDAL DO CANAL ÓPTICO,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,SEIOS PARANASAIS,NARIZ E SEIOS PARANASAIS,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
ETMOIDECTOMIA EXTERNA OU INTRANASAL,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,SEIOS PARANASAIS,NARIZ E SEIOS PARANASAIS,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
ETMOIDECTOMIA INTRANASAL POR VIDEOENDOSCOPIA,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,SEIOS PARANASAIS,NARIZ E SEIOS PARANASAIS,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
EXÉRESE - PÓLIPO,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,SEIOS PARANASAIS,NARIZ E SEIOS PARANASAIS,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
EXÉRESE DE CISTO NASO-ALVEOLAR E GLOBULAR,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,SEIOS PARANASAIS,NARIZ E SEIOS PARANASAIS,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
EXÉRESE DE TUMOR COM ABORDAGEM CRANIOFACIAL ONCOLÓGICA (TEMPO FACIAL),,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,SEIOS PARANASAIS,NARIZ E SEIOS PARANASAIS,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
EXÉRESE DE TUMOR DE SEIOS PARANASAIS POR VIA ENDOSCOPICA,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,SEIOS PARANASAIS,NARIZ E SEIOS PARANASAIS,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
MAXILECTOMIA COM OU SEM EXENTERAÇÃO DE ÓRBITA,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,SEIOS PARANASAIS,NARIZ E SEIOS PARANASAIS,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
PUNÇÃO MAXILAR TRANSMEÁTICA OU VIA FOSSA CANINA,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,SEIOS PARANASAIS,NARIZ E SEIOS PARANASAIS,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
RESSECÇÃO DE ANGIOFIBROMA,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,SEIOS PARANASAIS,NARIZ E SEIOS PARANASAIS,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
RESSECÇÃO DE TUMOR BENIGNO,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,SEIOS PARANASAIS,NARIZ E SEIOS PARANASAIS,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
RESSECÇÃO DO MAXILAR SUPERIOR E RECONSTRUÇÃO À CUSTA DE RETALHOS,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,SEIOS PARANASAIS,NARIZ E SEIOS PARANASAIS,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
PROCEDIMENTO,"RN
(alteração)",VIGÊNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
RESSECÇÃO DO MESO E INFRA-ESTRUTURA DO MAXILAR SUPERIOR,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,SEIOS PARANASAIS,NARIZ E SEIOS PARANASAIS,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
SINUSECTOMIA FRONTAL COM RETALHO OSTEOPLÁSTICO OU VIA CORONAL,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,SEIOS PARANASAIS,NARIZ E SEIOS PARANASAIS,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
SINUSECTOMIA FRONTO-ETMOIDAL POR VIA EXTERNA,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,SEIOS PARANASAIS,NARIZ E SEIOS PARANASAIS,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
SINUSECTOMIA MAXILAR CALDWELL-LUC,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,SEIOS PARANASAIS,NARIZ E SEIOS PARANASAIS,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
"SINUSECTOMIA MAXILAR OU ETMOIDAL OU ESFENOIDAL OU FRONTAL ENDOSCÓPICA OU POR
MICROSCOPIA, VIA ENDONASAL",,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,SEIOS PARANASAIS,NARIZ E SEIOS PARANASAIS,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
SINUSECTOMIA TRANSMAXILAR - ERMIRO DE LIMA,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,SEIOS PARANASAIS,NARIZ E SEIOS PARANASAIS,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
SINUSOTOMIA ESFENOIDAL OU FRONTAL INTRANASAL OU FRONTAL VIA EXTERNA,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,SEIOS PARANASAIS,NARIZ E SEIOS PARANASAIS,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
TRATAMENTO CIRÚRGICO - FÍSTULA OROANTRAL OU ORONASAL,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,SEIOS PARANASAIS,NARIZ E SEIOS PARANASAIS,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
BIÓPSIA CIRÚRGICA DE COSTELA OU ESTERNO,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,PAREDE TORÁCICA,PAREDE TORÁCICA,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
CORREÇÃO DE DEFORMIDADES DA PAREDE TORÁCICA,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,PAREDE TORÁCICA,PAREDE TORÁCICA,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
COSTECTOMIA,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,PAREDE TORÁCICA,PAREDE TORÁCICA,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
ESTERNECTOMIA,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,PAREDE TORÁCICA,PAREDE TORÁCICA,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
FECHAMENTO DE PLEUROSTOMIA,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,PAREDE TORÁCICA,PAREDE TORÁCICA,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
MOBILIZAÇÃO DE RETALHOS MUSCULARES OU DO OMENTO,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,PAREDE TORÁCICA,PAREDE TORÁCICA,"PROCEDIMENTOS CIRÚRGICOS E
INVASIVOS"
